"codigo","nome","sexo","pais_origem","data_nascimento","raca_id","numerorgpai","numerorgmae"
"FSC137311","Vaca137311","F","BR","2020-10-20","Raça 01","",""
"FSC137325","Vaca137325","F","BR","2020-07-28","Raça 01","","FSC105324"
"FSC137329","Vaca137329","F","BR","2020-02-10","Raça 01","",""
"FSC137330","Vaca137330","F","BR","2020-08-10","Raça 01","","FSC109614"
"FSC137336","Vaca137336","F","BR","2020-02-07","Raça 01","","FSC105340"
"FSC137439","Vaca137439","F","BR","2020-05-09","Raça 01","",""
"FSC137443","Vaca137443","F","BR","2018-07-29","Raça 01","",""
"FSC137468","Vaca137468","F","BR","2021-02-19","Raça 01","FSC04978","FSC96702"
"FSC137470","Vaca137470","F","BR","2021-02-20","Raça 01","FSC04978","FSC97828"
"FSC137476","Vaca137476","F","BR","2021-02-19","Raça 01","",""
"FSC137478","Vaca137478","F","BR","2021-02-20","Raça 01","","FSC100931"
"FSC137502","Vaca137502","F","BR","2021-02-28","Raça 01","FSC04978","FSC84163"
"FSC137511","Vaca137511","F","BR","2021-04-03","Raça 01","FSC04978","FSC99908"
"FSC137524","Vaca137524","F","BR","2021-07-03","Raça 01","","FSC96506"
"FSC137532","Vaca137532","F","BR","2021-10-03","Raça 01","","FSC97850"
"FSC137541","Vaca137541","F","BR","2021-03-13","Raça 01","","FSC83204"
"FSC137551","Vaca137551","F","BR","2021-03-03","Raça 01","FSC04978","FSC131164"
"FSC137613","Vaca137613","F","BR","2021-01-24","Raça 01","FSC04000","FSC84225"
"FSC137683","Vaca137683","F","BR","2020-12-20","Raça 01","",""
"FSC137694","Vaca137694","F","BR","2021-02-20","Raça 01","FSC04080","FSC100595"
"FSC137706","Vaca137706","F","BR","2021-01-28","Raça 01","","FSC99675"
"FSC137710","Vaca137710","F","BR","2021-03-23","Raça 01","",""
"FSC137770","Vaca137770","F","BR","2021-02-14","Raça 01","","FSC84584"
"FSC137777","Vaca137777","F","BR","2021-09-02","Raça 01","","FSC82707"
"FSC137781","Vaca137781","F","BR","2021-03-02","Raça 01","","FSC97791"
"FSC137816","Vaca137816","F","BR","2018-12-26","Raça 01","",""
"FSC137824","Vaca137824","F","BR","2020-10-10","Raça 01","",""
"FSC137841","Vaca137841","F","BR","2020-10-19","Raça 01","","FSC93559"
"FSC137850","Vaca137850","F","BR","2020-01-12","Raça 01","","FSC91823"
"FSC137864","Vaca137864","F","BR","2020-11-20","Raça 01","",""
"FSC137869","Vaca137869","F","BR","2020-11-26","Raça 01","",""
"FSC137872","Vaca137872","F","BR","2019-01-27","Raça 01","",""
"FSC137875","Vaca137875","F","BR","2019-03-21","Raça 01","",""
"FSC137878","Vaca137878","F","BR","2019-04-14","Raça 01","",""
"FSC137886","Vaca137886","F","BR","2019-04-17","Raça 01","",""
"FSC137888","Vaca137888","F","BR","2019-04-14","Raça 01","",""
"FSC137889","Vaca137889","F","BR","2019-03-19","Raça 01","",""
"FSC137902","Vaca137902","F","BR","2018-07-26","Raça 01","",""
"FSC137905","Vaca137905","F","BR","2018-12-23","Raça 01","",""
"FSC137935","Vaca137935","F","BR","2019-05-18","Raça 01","",""
"FSC137943","Vaca137943","F","BR","2018-10-21","Raça 01","",""
"FSC137946","Vaca137946","F","BR","2019-10-15","Raça 01","",""
"FSC137953","Vaca137953","F","BR","2020-08-12","Raça 01","",""
"FSC137958","Vaca137958","F","BR","2019-07-01","Raça 01","",""
"FSC137969","Vaca137969","F","BR","2020-12-17","Raça 01","",""
"FSC137981","Vaca137981","F","BR","2020-03-04","Raça 01","","FSC87508"
"FSC137986","Vaca137986","F","BR","2020-07-31","Raça 01","FSC04416","FSC86403"
"FSC137988","Vaca137988","F","BR","2019-01-21","Raça 01","",""
"FSC137989","Vaca137989","F","BR","2019-04-17","Raça 01","",""
"FSC137991","Vaca137991","F","BR","2019-05-23","Raça 01","",""
"FSC137996","Vaca137996","F","BR","2019-08-30","Raça 01","",""
"FSC137999","Vaca137999","F","BR","2019-12-19","Raça 01","",""
"FSC138001","Vaca138001","F","BR","2019-12-28","Raça 01","",""
"FSC138002","Vaca138002","F","BR","2020-05-01","Raça 01","",""
"FSC138006","Vaca138006","F","BR","2020-01-25","Raça 01","",""
"FSC138011","Vaca138011","F","BR","2020-02-15","Raça 01","",""
"FSC138014","Vaca138014","F","BR","2020-03-28","Raça 01","",""
"FSC138016","Vaca138016","F","BR","2020-09-04","Raça 01","","FSC124977"
"FSC138017","Vaca138017","F","BR","2020-10-04","Raça 01","",""
"FSC138022","Vaca138022","F","BR","2020-05-23","Raça 01","","FSC124986"
"FSC138024","Vaca138024","F","BR","2020-08-06","Raça 01","",""
"FSC138026","Vaca138026","F","BR","2020-11-06","Raça 01","","FSC124983"
"FSC138027","Vaca138027","F","BR","2020-12-06","Raça 01","","FSC124982"
"FSC138028","Vaca138028","F","BR","2020-07-19","Raça 01","",""
"FSC138030","Vaca138030","F","BR","2020-07-31","Raça 01","",""
"FSC138032","Vaca138032","F","BR","2020-10-08","Raça 01","",""
"FSC138034","Vaca138034","F","BR","2020-08-15","Raça 01","",""
"FSC138038","Vaca138038","F","BR","2020-12-09","Raça 01","",""
"FSC138046","Vaca138046","F","BR","2020-09-28","Raça 01","",""
"FSC138047","Vaca138047","F","BR","2020-05-10","Raça 01","",""
"FSC138052","Vaca138052","F","BR","2020-11-10","Raça 01","",""
"FSC138056","Vaca138056","F","BR","2020-10-11","Raça 01","",""
"FSC138058","Vaca138058","F","BR","2020-11-17","Raça 01","",""
"FSC138059","Vaca138059","F","BR","2020-11-21","Raça 01","",""
"FSC138063","Vaca138063","F","BR","2020-11-29","Raça 01","",""
"FSC138065","Vaca138065","F","BR","2020-11-27","Raça 01","",""
"FSC138067","Vaca138067","F","BR","2019-05-25","Raça 01","",""
"FSC138070","Vaca138070","F","BR","2019-05-27","Raça 01","",""
"FSC138071","Vaca138071","F","BR","2019-05-27","Raça 01","",""
"FSC138073","Vaca138073","F","BR","2019-05-27","Raça 01","",""
"FSC138074","Vaca138074","F","BR","2019-05-28","Raça 01","",""
"FSC138076","Vaca138076","F","BR","2019-05-28","Raça 01","",""
"FSC138080","Vaca138080","F","BR","2019-05-29","Raça 01","",""
"FSC138088","Vaca138088","F","BR","2019-05-30","Raça 01","",""
"FSC138089","Vaca138089","F","BR","2019-05-30","Raça 01","",""
"FSC138090","Vaca138090","F","BR","2019-01-06","Raça 01","",""
"FSC138094","Vaca138094","F","BR","2019-01-06","Raça 01","",""
"FSC138096","Vaca138096","F","BR","2019-01-06","Raça 01","",""
"FSC138100","Vaca138100","F","BR","2019-03-06","Raça 01","",""
"FSC138102","Vaca138102","F","BR","2019-04-06","Raça 01","",""
"FSC138106","Vaca138106","F","BR","2019-05-06","Raça 01","",""
"FSC138107","Vaca138107","F","BR","2019-05-06","Raça 01","",""
"FSC138119","Vaca138119","F","BR","2019-07-06","Raça 01","",""
"FSC138120","Vaca138120","F","BR","2019-08-06","Raça 01","",""
"FSC138122","Vaca138122","F","BR","2019-08-06","Raça 01","",""
"FSC138125","Vaca138125","F","BR","2019-09-06","Raça 01","",""
"FSC138129","Vaca138129","F","BR","2019-11-06","Raça 01","",""
"FSC138131","Vaca138131","F","BR","2019-11-06","Raça 01","",""
"FSC138134","Vaca138134","F","BR","2019-11-06","Raça 01","",""
"FSC138135","Vaca138135","F","BR","2019-12-06","Raça 01","",""
"FSC138136","Vaca138136","F","BR","2019-12-06","Raça 01","",""
"FSC138137","Vaca138137","F","BR","2019-12-06","Raça 01","",""
"FSC138141","Vaca138141","F","BR","2019-06-13","Raça 01","",""
"FSC138142","Vaca138142","F","BR","2019-06-14","Raça 01","",""
"FSC138145","Vaca138145","F","BR","2019-06-15","Raça 01","",""
"FSC138169","Vaca138169","F","BR","2020-06-12","Raça 01","",""
"FSC138170","Vaca138170","F","BR","2020-06-12","Raça 01","","FSC117482"
"FSC138173","Vaca138173","F","BR","2020-12-15","Raça 01","","FSC104360"
"FSC138175","Vaca138175","F","BR","2020-12-20","Raça 01","",""
"FSC138180","Vaca138180","F","BR","2020-12-25","Raça 01","FSC04741",""
"FSC138185","Vaca138185","F","BR","2020-12-30","Raça 01","","FSC124979"
"FSC138186","Vaca138186","F","BR","2020-12-31","Raça 01","",""
"FSC138206","Vaca138206","F","BR","2020-02-12","Raça 01","",""
"FSC138214","Vaca138214","F","BR","2019-04-16","Raça 01","",""
"FSC138256","Vaca138256","F","BR","2021-03-01","Raça 01","",""
"FSC138258","Vaca138258","F","BR","2020-12-30","Raça 01","","FSC31793"
"FSC138260","Vaca138260","F","BR","2021-01-17","Raça 01","",""
"FSC138263","Vaca138263","F","BR","2021-09-01","Raça 01","","FSC33702"
"FSC138265","Vaca138265","F","BR","2021-08-01","Raça 01","","FSC16722"
"FSC138270","Vaca138270","F","BR","2020-11-22","Raça 01","","FSC33157"
"FSC138274","Vaca138274","F","BR","2020-12-18","Raça 01","","FSC32816"
"FSC138275","Vaca138275","F","BR","2020-12-19","Raça 01","","FSC33157"
"FSC138291","Vaca138291","F","BR","2021-02-26","Raça 01","","FSC37242"
"FSC138301","Vaca138301","F","BR","2021-12-01","Raça 01","","FSC31938"
"FSC138305","Vaca138305","F","BR","2021-11-03","Raça 01","","FSC37699"
"FSC138310","Vaca138310","F","BR","2021-03-14","Raça 01","","FSC36052"
"FSC138312","Vaca138312","F","BR","2021-03-16","Raça 01","","FSC37092"
"FSC138313","Vaca138313","F","BR","2021-03-17","Raça 01","",""
"FSC138315","Vaca138315","F","BR","2021-03-20","Raça 01","","FSC32078"
"FSC138317","Vaca138317","F","BR","2021-03-20","Raça 01","",""
"FSC138322","Vaca138322","F","BR","2021-03-27","Raça 01","","FSC36045"
"FSC138325","Vaca138325","F","BR","2018-04-05","Raça 01","",""
"FSC138331","Vaca138331","F","BR","2021-01-21","Raça 01","","FSC33137"
"FSC138337","Vaca138337","F","BR","2021-01-17","Raça 01","","FSC35526"
"FSC138340","Vaca138340","F","BR","2021-03-21","Raça 01","","FSC36049"
"FSC138344","Vaca138344","F","BR","2021-03-03","Raça 01","FSC04080","FSC31356"
"FSC138350","Vaca138350","F","BR","2021-03-13","Raça 01","FSC04080","FSC13265"
"FSC138352","Vaca138352","F","BR","2021-03-16","Raça 01","FSC04080","FSC32767"
"FSC138353","Vaca138353","F","BR","2021-03-17","Raça 01","FSC04075","FSC39007"
"FSC138355","Vaca138355","F","BR","2021-03-19","Raça 01","FSC04075","FSC39015"
"FSC138360","Vaca138360","F","BR","2018-03-28","Raça 01","",""
"FSC138364","Vaca138364","F","BR","2021-11-02","Raça 01","","FSC61684"
"FSC138368","Vaca138368","F","BR","2021-07-03","Raça 01","FSC04080","FSC71141"
"FSC138373","Vaca138373","F","BR","2019-08-01","Raça 01","",""
"FSC138380","Vaca138380","F","BR","2020-12-12","Raça 01","",""
"FSC138383","Vaca138383","F","BR","2020-12-26","Raça 01","",""
"FSC138385","Vaca138385","F","BR","2020-12-26","Raça 01","","FSC33700"
"FSC138406","Vaca138406","F","BR","2021-06-02","Raça 01","FSC04080","FSC38883"
"FSC138410","Vaca138410","F","BR","2021-11-02","Raça 01","",""
"FSC138414","Vaca138414","F","BR","2021-02-14","Raça 01","","FSC38912"
"FSC138417","Vaca138417","F","BR","2021-02-17","Raça 01","",""
"FSC138422","Vaca138422","F","BR","2021-02-22","Raça 01","FSC04080","FSC29659"
"FSC138426","Vaca138426","F","BR","2021-02-27","Raça 01","",""
"FSC138430","Vaca138430","F","BR","2020-05-16","Raça 01","",""
"FSC138431","Vaca138431","F","BR","2021-02-28","Raça 01","FSC04080",""
"FSC138432","Vaca138432","F","BR","2020-12-27","Raça 01","FSC04520","FSC33805"
"FSC138435","Vaca138435","F","BR","2021-02-19","Raça 01","","FSC35743"
"FSC138436","Vaca138436","F","BR","2021-02-21","Raça 01","",""
"FSC138446","Vaca138446","F","BR","2021-01-20","Raça 01","",""
"FSC138447","Vaca138447","F","BR","2021-01-23","Raça 01","","FSC29007"
"FSC138452","Vaca138452","F","BR","2021-03-02","Raça 01","","FSC15004"
"FSC138453","Vaca138453","F","BR","2021-08-02","Raça 01","","FSC14994"
"FSC138469","Vaca138469","F","BR","2021-06-21","Raça 01","",""
"FSC138474","Vaca138474","F","BR","2021-08-02","Raça 01","","FSC29910"
"FSC138478","Vaca138478","F","BR","2021-05-03","Raça 01","",""
"FSC138479","Vaca138479","F","BR","2021-08-03","Raça 01","",""
"FSC138481","Vaca138481","F","BR","2021-07-03","Raça 01","",""
"FSC138482","Vaca138482","F","BR","2020-11-23","Raça 01","",""
"FSC138486","Vaca138486","F","BR","2021-02-15","Raça 01","",""
"FSC138492","Vaca138492","F","BR","2021-02-16","Raça 01","","FSC37364"
"FSC138495","Vaca138495","F","BR","2021-04-03","Raça 01","",""
"FSC138504","Vaca138504","F","BR","2020-12-12","Raça 01","",""
"FSC138514","Vaca138514","F","BR","2021-01-19","Raça 01","","FSC37356"
"FSC138520","Vaca138520","F","BR","2021-01-28","Raça 01","",""
"FSC138527","Vaca138527","F","BR","2021-02-02","Raça 01","",""
"FSC138543","Vaca138543","F","BR","2019-08-13","Raça 01","",""
"FSC138545","Vaca138545","F","BR","2018-09-30","Raça 01","",""
"FSC138561","Vaca138561","F","BR","2020-08-09","Raça 01","",""
"FSC138573","Vaca138573","F","BR","2021-02-22","Raça 01","",""
"FSC138576","Vaca138576","F","BR","2021-02-25","Raça 01","",""
"FSC138611","Vaca138611","F","BR","2021-04-03","Raça 01","FSC04389","FSC38136"
"FSC138615","Vaca138615","F","BR","2021-02-27","Raça 01","","FSC39305"
"FSC138616","Vaca138616","F","BR","2021-03-30","Raça 01","FSC04517",""
"FSC138618","Vaca138618","F","BR","2021-01-04","Raça 01","","FSC33663"
"FSC138621","Vaca138621","F","BR","2021-03-04","Raça 01","","FSC32116"
"FSC138622","Vaca138622","F","BR","2021-03-22","Raça 01","FSC04080",""
"FSC138633","Vaca138633","F","BR","2020-10-21","Raça 01","",""
"FSC138636","Vaca138636","F","BR","2020-10-30","Raça 01","",""
"FSC138641","Vaca138641","F","BR","2021-10-03","Raça 01","","FSC99302"
"FSC138659","Vaca138659","F","BR","2021-02-21","Raça 01","","FSC13965"
"FSC138661","Vaca138661","F","BR","2021-03-16","Raça 01","","FSC29955"
"FSC138663","Vaca138663","F","BR","2020-11-16","Raça 01","","FSC34208"
"FSC138664","Vaca138664","F","BR","2020-11-16","Raça 01","","FSC34215"
"FSC138666","Vaca138666","F","BR","2020-11-28","Raça 01","","FSC15058"
"FSC138668","Vaca138668","F","BR","2021-01-19","Raça 01","",""
"FSC138673","Vaca138673","F","BR","2020-11-12","Raça 01","",""
"FSC138675","Vaca138675","F","BR","2020-12-17","Raça 01","",""
"FSC138676","Vaca138676","F","BR","2020-12-21","Raça 01","","FSC28211"
"FSC138679","Vaca138679","F","BR","2020-12-27","Raça 01","","FSC15016"
"FSC138684","Vaca138684","F","BR","2021-04-03","Raça 01","",""
"FSC138688","Vaca138688","F","BR","2020-12-19","Raça 01","","FSC14348"
"FSC138689","Vaca138689","F","BR","2020-12-20","Raça 01","","FSC14348"
"FSC138697","Vaca138697","F","BR","2020-12-29","Raça 01","",""
"FSC138705","Vaca138705","F","BR","2021-01-13","Raça 01","","FSC28198"
"FSC138706","Vaca138706","F","BR","2021-01-15","Raça 01","","FSC29090"
"FSC138713","Vaca138713","F","BR","2021-02-19","Raça 01","","FSC32858"
"FSC138714","Vaca138714","F","BR","2021-01-20","Raça 01","FSC04788",""
"FSC138715","Vaca138715","F","BR","2021-01-20","Raça 01","","FSC15015"
"FSC138748","Vaca138748","F","BR","2021-03-02","Raça 01","",""
"FSC138752","Vaca138752","F","BR","2021-08-02","Raça 01","","FSC34265"
"FSC138757","Vaca138757","F","BR","2021-02-13","Raça 01","","FSC21691"
"FSC138760","Vaca138760","F","BR","2021-02-15","Raça 01","",""
"FSC138769","Vaca138769","F","BR","2021-03-18","Raça 01","","FSC39073"
"FSC138771","Vaca138771","F","BR","2021-02-20","Raça 01","","FSC34285"
"FSC138778","Vaca138778","F","BR","2021-08-03","Raça 01","","FSC20033"
"FSC138779","Vaca138779","F","BR","2021-12-01","Raça 01","FSC04243",""
"FSC138785","Vaca138785","F","BR","2021-03-21","Raça 01","FSC04843","FSC39795"
"FSC138788","Vaca138788","F","BR","2021-03-26","Raça 01","","FSC29628"
"FSC138790","Vaca138790","F","BR","2021-03-27","Raça 01","","FSC32361"
"FSC138793","Vaca138793","F","BR","2021-02-03","Raça 01","","FSC30683"
"FSC138794","Vaca138794","F","BR","2021-08-03","Raça 01","","FSC17995"
"FSC138803","Vaca138803","F","BR","2020-12-20","Raça 01","FSC00433","FSC36088"
"FSC138807","Vaca138807","F","BR","2021-02-01","Raça 01","","FSC246715"
"FSC138819","Vaca138819","F","BR","2019-02-22","Raça 01","",""
"FSC138824","Vaca138824","F","BR","2020-12-30","Raça 01","","FSC29693"
"FSC138826","Vaca138826","F","BR","2021-04-01","Raça 01","",""
"FSC138832","Vaca138832","F","BR","2021-01-22","Raça 01","","FSC29241"
"FSC138833","Vaca138833","F","BR","2020-12-19","Raça 01","",""
"FSC138843","Vaca138843","F","BR","2021-02-27","Raça 01","",""
"FSC138849","Vaca138849","F","BR","2021-05-03","Raça 01","FSC04787",""
"FSC138860","Vaca138860","F","BR","2021-07-03","Raça 01","FSC04531","FSC18030"
"FSC138861","Vaca138861","F","BR","2021-03-03","Raça 01","","FSC31839"
"FSC138864","Vaca138864","F","BR","2021-01-24","Raça 01","","FSC100913"
"FSC138870","Vaca138870","F","BR","2021-02-27","Raça 01","","FSC31081"
"FSC138877","Vaca138877","F","BR","2019-02-19","Raça 01","",""
"FSC138878","Vaca138878","F","BR","2019-08-03","Raça 01","",""
"FSC138879","Vaca138879","F","BR","2019-03-28","Raça 01","",""
"FSC138882","Vaca138882","F","BR","2019-05-15","Raça 01","",""
"FSC138888","Vaca138888","F","BR","2019-08-27","Raça 01","",""
"FSC138892","Vaca138892","F","BR","2021-02-26","Raça 01","","FSC35609"
"FSC138898","Vaca138898","F","BR","2021-02-28","Raça 01","","FSC15736"
"FSC138904","Vaca138904","F","BR","2019-10-11","Raça 01","",""
"FSC138912","Vaca138912","F","BR","2021-03-23","Raça 01","FSC04415","FSC38156"
"FSC138914","Vaca138914","F","BR","2021-03-23","Raça 01","","FSC15914"
"FSC138924","Vaca138924","F","BR","2021-03-15","Raça 01","","FSC38126"
"FSC138926","Vaca138926","F","BR","2019-12-19","Raça 01","",""
"FSC138929","Vaca138929","F","BR","2021-03-19","Raça 01","","FSC15997"
"FSC138930","Vaca138930","F","BR","2020-03-18","Raça 01","",""
"FSC138937","Vaca138937","F","BR","2020-10-20","Raça 01","","FSC27196"
"FSC138941","Vaca138941","F","BR","2019-03-30","Raça 01","",""
"FSC138942","Vaca138942","F","BR","2019-03-16","Raça 01","",""
"FSC138943","Vaca138943","F","BR","2019-10-03","Raça 01","",""
"FSC138944","Vaca138944","F","BR","2018-04-04","Raça 01","",""
"FSC138949","Vaca138949","F","BR","2021-08-04","Raça 01","FSC04418","FSC20428"
"FSC138950","Vaca138950","F","BR","2021-05-04","Raça 01","",""
"FSC138961","Vaca138961","F","BR","2021-03-19","Raça 01","","FSC38100"
"FSC138962","Vaca138962","F","BR","2021-03-23","Raça 01","","FSC18926"
"FSC138965","Vaca138965","F","BR","2021-02-04","Raça 01","","FSC39245"
"FSC138966","Vaca138966","F","BR","2021-03-04","Raça 01","",""
"FSC138969","Vaca138969","F","BR","2021-01-17","Raça 01","",""
"FSC138970","Vaca138970","F","BR","2021-01-20","Raça 01","FSC04520","FSC19048"
"FSC138976","Vaca138976","F","BR","2020-03-12","Raça 01","",""
"FSC138977","Vaca138977","F","BR","2020-04-12","Raça 01","","FSC28276"
"FSC138978","Vaca138978","F","BR","2020-06-12","Raça 01","",""
"FSC138979","Vaca138979","F","BR","2020-12-15","Raça 01","",""
"FSC138981","Vaca138981","F","BR","2020-12-25","Raça 01","",""
"FSC138991","Vaca138991","F","BR","2021-01-24","Raça 01","",""
"FSC138999","Vaca138999","F","BR","2021-03-30","Raça 01","FSC05077","FSC60156"
"FSC139004","Vaca139004","F","BR","2021-04-04","Raça 01","FSC04936","FSC60253"
"FSC139013","Vaca139013","F","BR","2021-03-23","Raça 01","FSC04416","FSC60039"
"FSC139015","Vaca139015","F","BR","2021-03-24","Raça 01","FSC04416","FSC60155"
"FSC139017","Vaca139017","F","BR","2021-02-27","Raça 01","","FSC33182"
"FSC139019","Vaca139019","F","BR","2021-02-03","Raça 01","FSC04970","FSC33191"
"FSC139020","Vaca139020","F","BR","2021-03-03","Raça 01","FSC04795","FSC22759"
"FSC139023","Vaca139023","F","BR","2021-03-13","Raça 01","FSC04416","FSC60057"
"FSC139031","Vaca139031","F","BR","2021-03-19","Raça 01","","FSC60116"
"FSC139050","Vaca139050","F","BR","2021-03-16","Raça 01","","FSC20314"
"FSC139052","Vaca139052","F","BR","2021-03-26","Raça 01","FSC04843","FSC21420"
"FSC139061","Vaca139061","F","BR","2021-03-17","Raça 01","FSC04235","FSC35723"
"FSC139063","Vaca139063","F","BR","2021-03-19","Raça 01","","FSC37451"
"FSC139064","Vaca139064","F","BR","2021-03-25","Raça 01","FSC04517","FSC39126"
"FSC139071","Vaca139071","F","BR","2021-03-31","Raça 01","","FSC39131"
"FSC139076","Vaca139076","F","BR","2021-12-03","Raça 01","FSC04080","FSC44109"
"FSC139084","Vaca139084","F","BR","2021-03-25","Raça 01","",""
"FSC139088","Vaca139088","F","BR","2021-05-04","Raça 01","","FSC37990"
"FSC139089","Vaca139089","F","BR","2021-06-04","Raça 01","","FSC37982"
"FSC139090","Vaca139090","F","BR","2021-07-04","Raça 01","",""
"FSC139105","Vaca139105","F","BR","2020-10-14","Raça 01","","FSC110564"
"FSC139108","Vaca139108","F","BR","2021-04-03","Raça 01","FSC00268",""
"FSC139112","Vaca139112","F","BR","2021-03-20","Raça 01","","FSC37015"
"FSC139116","Vaca139116","F","BR","2020-09-18","Raça 01","","FSC98053"
"FSC139124","Vaca139124","F","BR","2021-01-31","Raça 01","FSC04080","FSC25808"
"FSC139125","Vaca139125","F","BR","2021-01-02","Raça 01","",""
"FSC139133","Vaca139133","F","BR","2020-10-22","Raça 01","","FSC110563"
"FSC139134","Vaca139134","F","BR","2020-10-24","Raça 01","","FSC98049"
"FSC139135","Vaca139135","F","BR","2020-10-26","Raça 01","",""
"FSC139161","Vaca139161","F","BR","2021-03-15","Raça 01","FSC04531",""
"FSC139162","Vaca139162","F","BR","2021-03-23","Raça 01","FSC04531",""
"FSC139163","Vaca139163","F","BR","2021-08-03","Raça 01","","FSC32803"
"FSC139166","Vaca139166","F","BR","2021-06-03","Raça 01","","FSC13392"
"FSC139170","Vaca139170","F","BR","2021-11-03","Raça 01","","FSC21598"
"FSC139171","Vaca139171","F","BR","2021-11-03","Raça 01","",""
"FSC139176","Vaca139176","F","BR","2021-03-19","Raça 01","","FSC46657"
"FSC139181","Vaca139181","F","BR","2021-03-23","Raça 01","","FSC26844"
"FSC139185","Vaca139185","F","BR","2021-03-24","Raça 01","",""
"FSC139191","Vaca139191","F","BR","2021-03-27","Raça 01","","FSC21570"
"FSC139194","Vaca139194","F","BR","2021-03-27","Raça 01","FSC05098","FSC34839"
"FSC139205","Vaca139205","F","BR","2021-11-02","Raça 01","","FSC38311"
"FSC139206","Vaca139206","F","BR","2021-03-30","Raça 01","FSC04933","FSC34458"
"FSC139207","Vaca139207","F","BR","2021-12-02","Raça 01","",""
"FSC139210","Vaca139210","F","BR","2021-12-02","Raça 01","","FSC19425"
"FSC139214","Vaca139214","F","BR","2021-02-15","Raça 01","","FSC50244"
"FSC139221","Vaca139221","F","BR","2021-03-26","Raça 01","","FSC41223"
"FSC139226","Vaca139226","F","BR","2021-03-28","Raça 01","","FSC13628"
"FSC139245","Vaca139245","F","BR","2021-11-02","Raça 01","","FSC16147"
"FSC139256","Vaca139256","F","BR","2020-10-12","Raça 01","","FSC98056"
"FSC139257","Vaca139257","F","BR","2020-12-12","Raça 01","","FSC110561"
"FSC139270","Vaca139270","F","BR","2021-01-24","Raça 01","","FSC19491"
"FSC139272","Vaca139272","F","BR","2021-01-29","Raça 01","","FSC17306"
"FSC139273","Vaca139273","F","BR","2021-01-31","Raça 01","","FSC33646"
"FSC139282","Vaca139282","F","BR","2020-06-15","Raça 01","",""
"FSC139292","Vaca139292","F","BR","2020-04-08","Raça 01","FSC04080",""
"FSC139293","Vaca139293","F","BR","2020-05-08","Raça 01","","FSC13552"
"FSC139295","Vaca139295","F","BR","2020-08-23","Raça 01","",""
"FSC139299","Vaca139299","F","BR","2021-10-02","Raça 01","",""
"FSC139301","Vaca139301","F","BR","2021-02-28","Raça 01","","FSC39410"
"FSC139309","Vaca139309","F","BR","2019-10-09","Raça 01","",""
"FSC139318","Vaca139318","F","BR","2021-12-01","Raça 01","",""
"FSC139320","Vaca139320","F","BR","2021-01-21","Raça 01","",""
"FSC139322","Vaca139322","F","BR","2021-08-04","Raça 01","FSC04517",""
"FSC139323","Vaca139323","F","BR","2021-09-04","Raça 01","","FSC36325"
"FSC139324","Vaca139324","F","BR","2021-10-04","Raça 01","","FSC37704"
"FSC139326","Vaca139326","F","BR","2021-11-04","Raça 01","FSC04933",""
"FSC139340","Vaca139340","F","BR","2021-01-30","Raça 01","",""
"FSC139341","Vaca139341","F","BR","2019-04-14","Raça 01","",""
"FSC139367","Vaca139367","F","BR","2020-05-10","Raça 01","",""
"FSC139368","Vaca139368","F","BR","2020-07-10","Raça 01","","FSC30204"
"FSC139370","Vaca139370","F","BR","2020-10-14","Raça 01","","FSC33207"
"FSC139371","Vaca139371","F","BR","2020-10-25","Raça 01","","FSC30208"
"FSC139374","Vaca139374","F","BR","2020-08-11","Raça 01","",""
"FSC139378","Vaca139378","F","BR","2020-10-14","Raça 01","","FSC29015"
"FSC139379","Vaca139379","F","BR","2020-11-15","Raça 01","",""
"FSC139380","Vaca139380","F","BR","2020-09-27","Raça 01","",""
"FSC139385","Vaca139385","F","BR","2021-06-03","Raça 01","","FSC97631"
"FSC139395","Vaca139395","F","BR","2021-03-02","Raça 01","","FSC100468"
"FSC139407","Vaca139407","F","BR","2021-05-02","Raça 01","",""
"FSC139413","Vaca139413","F","BR","2021-11-03","Raça 01","",""
"FSC139422","Vaca139422","F","BR","2018-09-06","Raça 01","",""
"FSC139423","Vaca139423","F","BR","2021-04-14","Raça 01","FSC04933","FSC42417"
"FSC139425","Vaca139425","F","BR","2018-07-19","Raça 01","",""
"FSC139426","Vaca139426","F","BR","2020-04-07","Raça 01","","FSC134005"
"FSC139428","Vaca139428","F","BR","2021-02-02","Raça 01","","FSC34910"
"FSC139433","Vaca139433","F","BR","2021-02-19","Raça 01","","FSC32964"
"FSC139437","Vaca139437","F","BR","2021-02-25","Raça 01","",""
"FSC139438","Vaca139438","F","BR","2021-02-25","Raça 01","","FSC34907"
"FSC139439","Vaca139439","F","BR","2021-02-28","Raça 01","","FSC16656"
"FSC139441","Vaca139441","F","BR","2021-01-03","Raça 01","","FSC34906"
"FSC139442","Vaca139442","F","BR","2021-02-03","Raça 01","","FSC37918"
"FSC139443","Vaca139443","F","BR","2021-03-03","Raça 01","","FSC34902"
"FSC139470","Vaca139470","F","BR","2021-01-22","Raça 01","",""
"FSC139475","Vaca139475","F","BR","2021-01-27","Raça 01","","FSC33714"
"FSC139476","Vaca139476","F","BR","2021-01-29","Raça 01","","FSC37535"
"FSC139487","Vaca139487","F","BR","2020-11-19","Raça 01","",""
"FSC139488","Vaca139488","F","BR","2020-11-19","Raça 01","",""
"FSC139490","Vaca139490","F","BR","2020-11-23","Raça 01","FSC04080",""
